pathway_id,pathway_name,pathway_genes,edit
mmu04080,Neuroactive_ligand-receptor_interaction,"100040233,103964,104443,108015,108043,108068,108069,108071,108072,108073,109648,110304,110312,110637,110834,110835,110886,110902,111174,114229,11435,11438,11440,11441,11443,11444,11447,11448,11449,114640,11516,11517,11535,11539,11540,11541,11542,11548,11549,11550,11551,11552,11553,11554,11555,11556,11606,11607,11608,11609,116903,11998,12000,12061,12062,12209,12257,12266,12267,12273,12310,12311,12424,12425,12426,12640,12669,12671,12672,12801,12802,12854,12918,12921,12922,13035,13488,13489,13490,13491,13492,13609,13610,13611,13614,13615,13616,13617,13618,140498,14061,14062,14063,14064,14065,140795,14289,14290,14291,14293,14294,14308,14309,14394,14395,14396,14397,14399,14400,14401,14402,14403,14404,14405,14406,14407,14408,14409,14419,14427,14428,14429,14526,14527,14599,14600,14601,14602,14607,14608,14652,14654,14658,14714,14715,14739,14745,14765,14767,14799,14800,14802,14803,14804,14805,14806,14807,14809,14810,14811,14812,14813,14814,14815,14816,14823,14829,14938,15139,15171,15465,15466,15550,15551,15552,15557,15558,15559,15560,15562,15563,15564,15565,15566,15874,16336,16644,16846,16847,16866,16867,16995,170483,170732,171530,17171,17199,17200,17201,17202,17203,17773,18101,18166,18167,18168,18169,18216,18217,18386,18387,18389,18390,18429,18430,18436,18438,18439,18440,18441,18442,18610,18619,18815,18976,19064,19065,19109,19116,19204,19214,19216,19217,19218,19219,19220,19222,19226,19228,193034,19773,20287,20604,20605,20606,20607,20608,20609,207911,208188,208990,209512,209513,209517,212108,21333,21334,21336,21337,21338,213438,213527,213788,21390,215854,215855,215856,215859,216643,216749,217212,217369,21833,21834,22044,22045,22072,22074,22094,22095,22226,22353,22354,22355,224065,225192,225642,226278,226304,228139,230777,231252,231602,233571,237213,237362,23796,23919,239336,239845,24111,242093,242425,242443,243764,244701,245526,26361,268934,276742,280287,28078,30878,319229,321020,328699,381073,381489,381853,382348,385643,387285,435206,435207,436522,493809,494546,503558,504186,53623,53978,54140,54393,54598,54615,56183,57249,57260,57277,57385,58861,58991,623503,64095,65086,67168,67373,67405,68039,69462,70086,73626,74191,78134,78826,83428,93670,93742,93896,94045,94226,99296,",1.0
mmu04110,Cell_cycle,"104394,105988,107995,11350,11920,12235,12236,12237,12427,12428,12442,12443,12444,12445,12447,12448,12530,12531,12532,12534,12544,12545,12566,12567,12571,12572,12575,12576,12577,12578,12579,12580,12581,12649,12914,13006,13197,13555,13557,13559,140557,15182,17120,17126,17127,17128,17215,17216,17217,17218,17219,17220,17222,17246,17869,17873,18392,18393,18538,18817,19090,19357,19645,19650,19651,20842,20843,209091,211586,21402,217232,21781,21803,21808,21809,218294,22059,22137,22390,22627,22628,22629,22630,22631,22642,229776,23834,23882,24061,242705,245000,26428,26429,268697,268930,26965,27214,27401,30939,328572,381759,433759,50793,50883,52206,52563,54401,55948,56150,56317,56371,56438,56452,56637,59008,66156,66440,66671,68999,69010,69957,71890,99152,",1.0
mmu04114,Oocyte_meiosis,"103583,104110,104111,105988,107995,108058,110651,114875,11512,11513,11514,11515,11835,12234,12235,12313,12314,12315,12322,12323,12325,12442,12447,12448,12532,12534,12566,12877,13006,140557,16000,16001,16333,16334,16438,16439,16440,17120,17222,17451,18667,18747,18749,18817,19045,19046,19047,19052,19053,19055,19056,19057,19058,19059,19094,20111,20112,20874,20878,208922,210044,21402,217232,21770,224129,225849,22627,22628,22629,22630,22631,226849,231207,24061,241634,26395,26413,26415,26416,26417,268697,268930,26931,26932,26965,29857,30939,330228,432530,434233,494124,50878,51792,52206,52563,54401,56150,56317,56438,56739,59008,66156,66440,67071,67141,67579,68999,69010,69957,70405,70891,71890,72415,73699,74673,75600,78803,80796,99152,",1.0
mmu04115,p53_signaling_pathway,"107831,107986,11783,11920,12028,12043,12048,12122,12367,12370,12371,12442,12443,12444,12445,12447,12448,12450,12452,12521,12534,12566,12567,12571,12575,12578,12649,13063,13067,13197,13663,140742,14102,16000,16009,170770,17246,17248,17873,18787,19211,20135,20437,20438,20724,21825,21933,22059,22062,22084,22401,230784,23882,245000,26374,268697,29870,30954,382985,50883,53892,55948,57913,58801,64058,66940,67874,68098,68428,71361,75747,98376,",1.0
mmu04120,Ubiquitin_mediated_proteolysis,"100041224,100763,103583,105193,106052,107568,107986,107995,109161,11634,117146,11796,11797,11798,12189,12211,12234,12402,12702,12703,13194,140499,140629,140630,14897,15204,16396,17222,17237,17246,17318,17344,17999,18854,19823,20437,20438,208650,21402,216080,216150,217232,217342,218793,22034,22186,22187,22190,22192,22193,22194,22195,22196,22200,22201,22202,22209,22210,22213,22214,22215,22346,229615,230904,231380,231672,235439,242521,245350,246710,26374,26401,26554,268470,26965,27401,28000,329581,381534,50754,50868,50873,50995,52206,52563,53323,56228,56317,56371,56424,56438,56459,56469,56550,56791,59004,59008,59026,63958,66053,66105,66156,66313,66440,66515,66799,66894,67030,67128,67345,67455,67615,67673,67921,67923,68098,68612,68729,68999,69010,69288,69807,69957,70093,70790,71745,71991,72584,73318,73998,74126,74153,75717,75788,76375,76980,77891,78294,80794,83814,93765,99152,99375,",1.0
mmu04122,Sulfur_relay_system,"17434,18041,22117,233189,246221,66965,68205,69372,",1.0
mmu04130,SNARE_interactions_in_vesicular_transport,"12068,13852,20333,20619,20907,20908,20909,20955,22317,22318,22319,22320,224630,228960,53330,53331,53334,53611,53612,53620,54399,55943,56216,56389,56418,56494,58244,67023,67474,67727,68159,71116,74732,",1.0
mmu04136,Autophagy,"11793,18518,19052,19053,213948,225326,235040,242557,245860,29869,329015,50540,51897,52639,56208,56486,56716,56717,57436,66615,666468,66795,67526,67841,68118,74244,74370,74781,75669,76559,77040,93739,",1.0
mmu04137,Mitophagy,"100756,11793,11911,12048,12176,12177,12995,13000,13001,13555,13666,14479,15251,15461,16476,16653,170731,17342,17532,17684,17966,18176,18412,19349,19697,20130,20683,20779,209446,213948,21425,214952,22059,22186,22187,22190,22241,226421,228361,233204,245860,26414,26419,26420,50873,52440,56208,56480,56484,56486,57436,59040,66169,66437,66687,66922,67414,68943,71648,72018,72542,76815,78294,84092,93739,94044,",1.0
mmu04140,Autophagy,"100502698,100504663,105787,108079,110157,11651,11652,11793,12015,12043,12048,12176,12421,12633,13030,13033,13039,13143,13144,13665,13666,15251,15289,15461,16001,16333,16334,16367,16369,16370,16438,16653,16783,16784,170749,17274,17532,18176,18412,18518,18607,18706,18707,18708,18709,18710,18747,18749,18753,18761,19052,19053,19211,19324,19338,19349,19744,20130,207565,20869,21353,213948,217695,218275,218460,22034,22084,22241,22264,22320,225326,226421,228361,235040,237782,23797,242557,245670,245860,26395,26396,26409,26413,26414,26417,26419,26420,27103,29869,329015,384783,50540,51897,52187,52639,54170,54673,56094,56208,56480,56486,56716,56717,56790,57436,58988,641340,64930,66615,666468,66795,66922,67474,67526,67605,67727,67790,67841,68118,68441,68728,69635,70202,72508,73205,73683,74244,74302,74370,74747,74769,74781,75669,75909,76559,77040,78610,78943,93739,97287,97998,",1.0
mmu04141,Protein_processing_in_endoplasmic_reticulum,"100037258,100046078,103963,105245,107513,108687,108802,109815,110379,110616,116891,11911,12017,12018,12028,12043,12282,12304,12317,12330,12333,12334,12364,12915,12954,12955,13002,13135,13198,13200,13418,13665,13666,140499,140740,14376,14827,14828,15467,15481,15482,15502,15505,15511,15512,15516,15519,16430,17155,17156,17872,18024,18415,18453,18786,19089,19106,192193,19358,19359,193670,193740,20014,20224,20334,20335,20338,20832,213539,21402,216080,216197,216440,217365,218811,22027,22030,22213,22230,223455,22393,22433,226418,226641,227619,228684,229801,230815,230904,231098,235416,23802,240667,244178,26400,26408,26414,26419,26420,269523,26965,27054,27061,270669,27103,320011,386649,50527,50762,50873,50907,53421,54197,54609,56085,56228,56424,56438,56445,56453,56550,56709,56812,57377,57743,59007,63958,64209,66105,66212,66245,66256,66326,66397,66435,66530,66753,66861,66890,66967,67128,67397,67437,67475,67819,67838,68292,69162,69276,69608,70361,70377,71853,72265,73318,74126,75744,77371,78943,80286,81489,81500,81910,94232,99683,",1.0
mmu04142,Lysosome,"100862375,106039,108011,108012,108664,109685,110006,110173,11305,114128,114143,11432,11433,11593,11605,11764,11765,11766,11767,11768,11769,11774,11775,11776,11777,11778,11781,11782,11881,11883,11886,11972,11975,11984,12091,12492,12512,12514,12751,12752,12757,13030,13032,13033,13034,13035,13036,13038,13039,13040,13041,13423,140494,14387,14420,14466,14667,15211,15212,15586,15587,15931,15932,16004,16541,16783,16784,16792,16889,17113,17159,17775,17939,18010,18145,18173,18174,19025,19063,19141,19156,192654,20597,20661,20690,211286,214505,218275,21871,229445,235504,239739,242341,252903,260302,26898,27029,27060,27419,27426,432486,50917,52120,53599,54397,54411,55946,56094,56325,56464,56629,56722,58911,64138,64139,64933,66848,67300,67464,67489,67963,70202,71665,72175,74008,74105,74325,74409,74468,75612,76943,77042,83429,94178,",1.0
mmu04144,Endocytosis,"100017,100529082,103967,105513,106572,106952,107305,107338,107568,109689,110355,110557,110558,110696,116733,11771,11772,11773,11840,11841,11842,11843,11844,11845,11848,11867,12340,12343,12344,12345,12389,12390,12391,12402,12540,12757,12765,12767,12774,13132,13196,13429,13430,13649,13660,13854,13855,13858,13859,140500,14183,14184,14186,14275,14276,14772,14773,14963,14964,14972,14980,14985,14990,14991,14997,15006,15007,15013,15015,15018,15019,15024,15033,15039,15040,15042,15043,15051,15239,15461,15481,15482,15511,15512,16001,16004,16184,16185,16186,16396,16572,16573,16574,16835,17126,17127,17246,17274,17999,18571,18595,18717,18719,18720,18759,18762,18805,18806,18854,19157,19158,19159,19325,19326,19334,19341,19344,19345,19349,193740,194309,20404,20405,20408,20479,20779,208092,20844,208650,211673,211914,212285,213990,215280,215445,215632,216238,216439,216724,216859,216869,216963,218038,21812,21813,218441,22034,22042,22088,223593,22365,224753,224754,224756,224761,225861,227288,227700,227733,228998,229285,230597,230837,232227,232910,234353,234852,240095,24013,243621,245666,259300,26385,26431,268451,271457,27681,27965,28006,28084,30930,30948,319277,319740,320129,330192,330319,333715,347722,399549,52055,52348,53869,54189,54198,54673,547349,55988,56324,56378,56433,56440,56443,56513,57440,58194,58220,630294,64931,65114,66201,66251,66313,66371,66700,667803,667977,66914,67028,67064,67282,67300,67588,67653,67771,67804,68089,68524,68767,68942,68953,69091,69150,69178,69710,69717,69780,70160,70527,71770,71889,71955,72183,72318,72543,72685,73178,73711,73728,74002,74192,74325,74998,75608,75767,75788,76709,76959,77038,77407,78287,78618,80794,83814,84092,93737,93742,98366,98878,99371,",1.0
mmu04145,Phagosome,"100046078,100226,100504404,100529082,108078,108664,108802,110350,110557,110558,110696,110935,114143,11461,11465,11964,11966,11972,11973,11974,11975,11984,12266,12317,12330,12475,12491,12721,12845,13039,13040,13057,13058,13424,13426,13427,140494,140792,14129,14130,14131,14960,14961,14963,14964,14969,14972,14980,14985,14990,14991,14997,14998,14999,15000,15001,15002,15006,15007,15013,15015,15018,15019,15024,15033,15039,15040,15042,15043,15051,15239,16398,16402,16409,16410,16412,16414,16415,16416,16419,16783,16784,170776,170779,170780,170786,17113,17167,17194,17195,17523,17533,17534,17969,17970,17972,18125,18711,18779,19344,19345,19349,19353,20288,20333,20335,20387,20390,20778,21354,21355,216238,21825,21826,21827,218275,21828,21871,21898,21899,22042,22142,22143,22144,22145,22146,22147,22151,22152,22153,22154,22319,224753,224754,224756,224761,225326,226421,227613,234663,235661,238463,240095,24088,242341,246256,27060,271457,280408,333715,338375,381091,399549,50909,53331,53421,53857,54411,545486,547349,56094,56644,57743,630294,66144,66212,66237,66290,66335,667277,667803,667977,67951,68775,69142,69165,69717,70192,70202,71116,71693,73710,73834,74915,76252,",1.0
mmu04146,Peroxisome,"103737,110959,111175,113868,11430,11611,11666,12012,12359,12908,13142,13850,14081,14712,15112,15356,15488,15926,16922,170789,17117,17527,17855,18126,18477,18631,18632,18633,18634,19193,19298,19299,19300,19301,19302,19305,20280,20524,20655,20656,208982,209186,212503,216739,22436,224824,228061,234384,235674,23986,26378,26458,26874,269951,28200,330450,433256,50790,51798,54683,56185,56273,56535,56690,56794,58869,59038,668173,67420,67528,67993,68603,69123,69129,70503,71382,72129,74043,74114,74147,74205,76263,80911,93732,93734,",1.0
mmu04150,mTOR_signaling_pathway,"105787,108079,108664,109270,109880,110157,110379,110651,110935,11651,11652,11848,11964,11966,11973,12283,12675,13542,13543,13544,13684,13685,14245,14362,14365,14366,14367,14368,14369,14370,14371,14783,14784,15461,16000,16001,16150,16333,16334,16337,16367,16653,16973,16974,17168,17254,18176,18607,18706,18707,18708,18709,18710,18750,18751,18752,19211,19744,20104,20111,20112,20393,20539,20662,20663,20869,20890,216742,216795,216805,218268,21926,21937,22084,22241,22408,22409,22410,22411,22412,22413,22414,22415,22416,22417,22418,22419,22420,22421,22422,22423,227154,227743,230784,23797,245670,252875,26395,26396,26413,26417,268706,268933,26987,27401,277854,29869,319481,320311,329679,338375,52187,54170,56032,56430,56637,56692,56716,56717,57265,58988,64898,64899,64930,66096,66144,66237,66290,66335,66508,67046,67071,67605,67653,68441,68576,68775,69008,71718,71962,72124,72149,72508,73834,74370,74747,74769,74915,75425,75705,78757,80909,83409,93735,93897,97998,",1.0
mmu04151,PI3K-Akt_signaling_pathway,"100039815,100039830,100503710,104099,104709,105787,108079,109333,109700,110157,11600,11601,11602,11651,11652,11839,11909,11911,12015,12043,12048,12064,12125,12189,12371,12443,12444,12445,12447,12448,12478,12539,12566,12567,12571,12575,12576,12643,12669,12675,12824,12826,12827,12828,12829,12830,12833,12834,12835,12839,12840,12841,12842,12843,12845,12912,12913,12915,12977,12978,12985,12986,13636,13637,13638,13639,13640,13645,13649,13684,13685,13836,13856,13857,13866,13867,13869,13874,14062,14083,14103,14164,14165,14170,14171,14172,14173,14174,14175,14176,14177,14178,14179,14180,14182,14183,14184,14186,14205,14254,14255,14256,14257,14268,14377,14378,14599,14600,14688,14693,14695,14696,14697,14699,14700,14701,14702,14704,14706,14707,14708,14709,14710,14745,14784,14924,14936,15234,15370,15461,15516,15519,15891,15962,15964,15965,15967,15968,15969,15970,15972,15974,15975,15976,15977,16000,16001,16002,16150,16151,16183,16184,16185,16186,16187,16188,16189,16190,16193,16194,16196,16197,16333,16334,16337,16367,16398,16399,16400,16401,16402,16403,16404,16410,16412,16416,16419,16420,16421,16451,16452,16453,16542,16590,16653,16772,16773,16774,16775,16776,16777,16779,16780,16782,170755,17210,17246,17295,17311,17763,17863,17869,18033,18048,18049,18053,18127,18176,18205,18211,18212,18413,18414,18534,18590,18591,18595,18596,18607,18654,18706,18707,18708,18709,18710,18750,19052,19053,19054,19109,19116,19211,192897,19353,19651,19697,19699,19744,20104,20181,20393,20662,20663,20750,208647,208677,20869,20963,213119,21432,21687,21770,21802,21825,21826,218268,21827,21828,21898,21923,21960,22027,22059,22084,22339,22340,22341,22370,22371,225849,22627,22628,22629,22630,22631,226519,226849,230396,231991,232493,235542,23797,23928,24088,241226,242517,242519,243764,244650,245026,263803,26395,26396,26413,26417,26427,26931,26932,269643,26987,27219,27379,27380,28078,30955,319480,320207,320795,320910,329278,381810,404549,50791,51792,52432,53978,54401,54635,56484,56636,56637,56716,56717,58988,59032,64337,64654,64930,65086,66066,665033,67112,67168,68401,68553,71785,71978,72508,72930,73699,74343,74370,74551,74747,74769,75705,75778,78134,78284,78405,80857,80903,81877,83490,94216,98432,",1.0
mmu04152,AMPK_signaling_pathway,"100039815,100039830,100705,105787,107476,108079,108097,108099,11450,11549,11651,11652,12283,12427,12428,12443,12491,12638,12894,12895,12912,12913,13629,13631,13685,14104,14120,14121,14377,14378,14936,15357,15378,15568,16000,16001,16333,16334,16337,16367,16369,16370,16846,16847,16890,170768,17274,18534,18607,18639,18640,18641,18642,18706,18707,18708,18709,18710,19016,19017,19052,19053,19054,19079,19082,19325,19326,19744,20249,20250,20528,207565,20787,208647,208677,20869,21770,22084,22241,225849,226849,227154,231991,232493,235542,23797,241113,26409,26427,26931,26932,269643,270198,30049,329065,384783,51792,52432,56421,56458,56484,56690,56717,57915,58988,59021,59032,64930,67605,68365,68401,68465,69008,71978,72149,72508,72674,72930,73699,74343,74370,74551,74769,78070,78284,93759,",1.0
mmu04210,Apoptosis,"110157,11461,11465,11545,11546,11651,11652,11783,11796,11797,11798,11799,11911,11920,12015,12018,12028,12043,12044,12045,12046,12047,12048,12122,12123,12125,12333,12334,12364,12366,12367,12368,12369,12370,12371,12633,12675,12983,12984,13030,13032,13033,13036,13038,13039,13040,13041,13063,13067,13163,13197,13198,13347,13368,13665,13666,13804,14082,14102,14103,14281,14939,15461,16150,16151,16187,16188,16438,16439,16440,16476,16653,16905,16906,16907,170770,17210,17873,18033,18035,18049,18176,18211,18607,18646,18706,18707,18708,18709,18710,18952,19249,19697,19766,20739,20740,218275,21926,21933,21937,22029,22030,22035,22059,22142,22143,22144,22145,22146,22147,229445,235587,23797,238463,23882,26395,26396,26408,26413,26414,26417,26419,26420,26926,328417,53857,53859,56094,56464,57913,58801,64138,64704,66593,69601,70202,71609,74769,78943,",1.0
mmu04211,Longevity_regulating_pathway,"104110,104111,105787,108079,108097,108099,110147,11450,11512,11513,11514,11515,11651,11652,11793,11909,11911,12028,12326,12359,12421,12912,12913,12915,13684,13685,140742,15461,16000,16001,16333,16334,16337,16367,16369,16370,16591,16653,18033,18176,18706,18707,18708,18709,18710,18747,18749,19016,19017,19079,19082,19697,19744,20656,207565,208647,208677,20869,210044,218268,22059,22084,22241,224129,230784,231991,23797,241113,26427,26987,384783,432530,51897,56458,56484,56717,58988,64930,67605,68118,68465,72508,72674,72993,74370,74769,75747,77683,78284,93759,",1.0
mmu04213,Longevity_regulating_pathway,"104110,104111,105787,108079,108097,108099,11512,11513,11514,11515,11651,11652,11793,12359,12955,13688,15182,15376,15461,15481,15482,15511,15512,16000,16001,16333,16334,16337,16367,16369,16370,16653,18176,18706,18707,18708,18709,18710,18747,18749,19079,19082,193740,20480,20655,20656,210044,224129,23797,241113,384783,432530,433759,56458,56484,56717,58988,67605,72508,74370,74769,93759,",1.0
mmu04215,Apoptosis,"11783,11796,11797,11798,11799,12018,12028,12043,12048,12122,12125,12211,12367,12369,12370,12371,13063,13067,14082,170770,18053,18952,21937,26414,26419,26420,329581,51800,56208,58801,64704,66593,",1.0
mmu04216,Ferroptosis,"100862446,11687,11793,12870,13058,14081,14319,14325,14629,14630,14792,14854,15368,17254,18174,18521,19122,20229,213053,216739,22041,22042,22059,22334,22335,23983,26570,27057,433256,50790,53945,625249,66734,67443,67547,67634,68428,69215,71775,74205,74244,",1.0
mmu04217,Necroptosis,"100039319,100042840,100042922,100042927,100042929,100042931,100042939,100042943,100042944,100042946,100862446,105513,106025,106759,108058,110078,110095,11545,116733,11687,11739,11740,11796,11797,11798,12028,12043,12122,12322,12323,12325,12333,12334,12362,12370,12633,13058,14082,14084,14102,14103,142980,14319,14325,14645,14661,15267,15270,15289,15516,15519,15962,15964,15965,15967,15968,15969,15970,15972,15974,15975,15976,15977,15978,15979,15980,16175,16176,16391,16451,16452,16453,18412,18783,19106,19309,19766,20479,20597,208092,20846,20847,20848,20849,20850,20851,20852,211429,216799,21898,21926,21929,21933,21937,22030,22033,22035,22333,22334,22335,225471,230396,232440,232889,234852,236663,24105,242517,242519,263876,26414,26419,26420,268373,268749,26914,26926,271844,30941,319162,319163,319164,319165,319166,319167,319168,319169,319170,319171,319172,319173,319176,319191,319192,329502,333452,385328,404549,404634,51788,547154,547160,54721,547210,56532,58203,58800,621893,624153,624957,66371,665433,66700,66824,67028,67064,67738,68231,68942,68953,71609,72542,73333,74006,74256,74568,75608,76383,76959,77125,77605,78390,78779,",1.0
mmu04218,Cellular_senescence,"100529082,103213,103583,104394,110157,110557,110558,110696,11651,11652,11739,11740,11920,12192,12193,12234,12289,12313,12314,12315,12333,12334,12427,12428,12442,12443,12444,12445,12447,12448,12530,12534,12566,12567,12571,12575,12578,12579,12649,13197,13555,13557,13559,13685,14235,14463,14963,14964,14972,14980,14985,14990,14991,14997,15006,15007,15013,15015,15018,15019,15024,15033,15039,15040,15042,15043,15051,15257,15258,15259,15461,15574,16009,16175,16193,16438,16439,16440,16653,17126,17127,17164,17246,17532,17535,17865,17869,17873,18018,18019,18021,18033,18176,18412,18706,18707,18708,18709,18710,18787,19045,19046,19047,19055,19056,19057,19058,19059,19094,19211,19355,19360,19367,19645,19646,19650,19651,19697,19744,20130,209091,215999,217708,21803,21808,21809,21812,21813,22059,22084,22333,22334,22335,224753,224754,224756,224761,231506,231724,233020,23797,23871,23882,240095,242705,245000,26395,26396,26397,26399,26413,26415,26416,26417,268697,27354,29857,333715,399549,434233,494124,50883,54354,547349,56458,56484,56717,58800,630294,63873,64930,667803,667977,66922,67738,69717,70405,72568,73181,73333,74769,75600,75660,80796,93759,",1.0
mmu04260,Cardiac_muscle_contraction,"110323,110891,110893,11464,11928,11931,11932,11933,11936,11937,11938,12288,12289,12292,12293,12294,12295,12296,12297,12298,12299,12300,12373,12857,12858,12859,12861,12862,12864,12865,12866,12867,12868,12869,140723,140781,15464,17708,17709,17710,17711,17888,17896,17897,17906,20191,20463,20541,20544,21924,21954,21956,22003,22004,22272,22273,232975,236727,236794,27222,319734,326618,333182,53313,54376,54377,54378,54652,56808,59069,65973,66142,66152,66445,66576,66594,66694,67003,67530,67821,75483,76757,78174,81904,81905,84682,98660,",1.0
mmu04261,Adrenergic_signaling_in_cardiomyocytes,"100039815,100039830,104110,104111,104709,108058,110891,110893,11464,11512,11513,11514,11515,11548,11549,11550,11554,11555,11606,11607,11608,11609,11651,11652,11909,11911,11928,11931,11932,11933,11936,11937,11938,11941,12043,12288,12289,12292,12293,12294,12295,12296,12297,12298,12299,12300,12313,12314,12315,12322,12323,12325,12912,12913,12915,12916,140723,140781,14677,14678,14679,14682,14683,16509,16535,17888,17896,17897,17906,18747,18749,18750,18795,18796,18797,18798,18821,19045,19046,19047,19052,19053,19054,19094,20191,20266,20271,20272,20541,20544,208647,208677,210044,21770,21924,21954,21956,22003,22004,223864,224129,225849,226849,231991,232975,235542,23797,26413,26415,26416,26417,26427,26931,26932,269643,27222,29857,30955,319734,320207,320707,326618,381290,399548,432530,434233,494124,51792,52432,53313,54376,54377,54378,54652,56508,56808,58200,59032,59069,67821,67972,70405,71978,72930,73086,73699,75600,78284,80796,81904,81905,98660,",1.0
mmu04270,Vascular_smooth_muscle_contraction,"100040843,100502876,104110,104111,107589,109624,109880,110157,11468,11475,11512,11513,11514,11515,11535,11540,11541,11548,11549,11550,11606,11607,11608,116903,11836,11848,11998,12288,12289,12292,12310,12313,12314,12315,13117,13118,13119,13614,13615,13616,13617,14672,14673,14674,14682,14683,16438,16439,16440,16531,16532,16533,16801,17540,17880,17886,17904,17931,18158,18159,18160,18747,18749,18750,18751,18752,18753,18754,18755,18761,18778,18780,18781,18782,18783,18784,18795,18796,18797,18798,19045,19046,19047,19091,19222,19877,19878,210044,211429,213435,213498,216459,224129,228785,230103,230639,230899,232807,232889,234889,237625,238564,239134,26361,26395,26396,26413,26417,26565,26970,26971,271844,277753,329251,329502,432530,434233,435802,494124,51801,53357,54140,54195,54409,54598,54652,56089,58802,60596,66350,666168,67653,68458,69632,69836,70405,71960,72413,75600,77579,78390,80796,98932,",1.0
mmu04310,Wnt_signaling_pathway,"103583,106042,107515,108058,114671,11789,11848,12005,12006,12234,12301,12322,12323,12325,12387,12443,12444,12445,12622,12914,12995,13000,13001,13016,13017,13380,13542,13543,13544,14160,14283,14296,14362,14365,14366,14367,14368,14369,14370,14371,14735,16348,16476,16842,16973,16974,170758,17127,17128,17393,17869,18018,18019,18021,18099,18163,18747,18749,18750,18751,18752,18795,18796,18797,18798,19015,19055,19056,19057,19058,19059,19164,192199,19353,19354,19878,20187,20317,20319,20377,20379,20437,20438,20671,207742,208846,20890,212398,21372,21402,21414,21415,21416,216795,22059,22402,22408,22409,22410,22411,22412,22413,22414,22415,22416,22417,22418,22419,22420,22421,22422,22423,228770,229658,231201,234130,23805,239405,24117,243548,26409,26414,26419,26420,26563,26564,26965,27373,27412,319478,328572,329252,381104,407821,408191,408192,53627,54612,54630,56438,56505,56637,56811,57265,67087,67653,67772,68010,72293,72780,73181,73739,74499,75826,76441,77583,81004,93687,93735,93840,93897,93960,",1.0
mmu04330,Notch_signaling_pathway,"103806,11491,12914,13016,13017,13388,13389,13542,13543,13544,14357,14534,15182,15205,15208,15213,15214,16449,16450,16848,17305,18128,18129,18131,18132,18222,18223,18519,19164,19165,19208,19664,19668,19719,20238,20602,207521,208117,209200,226548,270118,328572,433586,433759,52335,54485,56198,59287,66340,66354,66935,68318,74198,80904,",1.0
mmu04340,Hedgehog_signaling_pathway,"100042761,100043188,103236,103583,104318,109689,110355,117606,12043,12234,12443,12444,13363,14451,14632,14633,14634,14725,15245,16147,16568,16576,17237,18747,18749,19206,19207,20423,20747,214897,216869,233812,24069,240888,26554,26965,269878,27373,319757,320129,399674,399675,399676,56637,57810,59056,66313,68525,70425,75788,76857,93687,",1.0
mmu04350,TGF-beta_signaling_pathway,"104394,110542,11477,11479,11480,11481,11705,11848,12156,12159,12160,12161,12162,12163,12164,12166,12167,12168,12579,12667,12914,13179,13559,13590,14118,14264,14313,14563,15901,15902,15903,15904,15978,16323,16324,16325,16326,17125,17126,17127,17128,17129,17130,17131,17869,17965,18007,18119,18121,18741,19052,19053,19650,19877,20683,207596,21402,21781,21803,21808,21809,21812,21813,21815,21825,218441,21926,228839,230597,238057,23892,23893,242316,244058,26413,26417,268977,269275,26965,320202,328572,51792,55994,56438,58988,66313,66438,67653,68010,68799,69585,72508,73699,75788,84506,",1.0
mmu04360,Axon_guidance,"107448,107449,108058,108151,110157,11350,117600,117606,11848,11854,12162,12167,12168,12322,12323,12325,12540,12568,12631,12632,12767,12934,13176,13636,13637,13638,13639,13640,13641,13642,13643,13800,13835,13836,13837,13838,13839,13840,13841,13842,13844,13845,13846,13848,140570,140571,14083,14159,14270,14360,14365,14677,14678,14679,15461,16202,16412,16653,16728,16885,16886,170758,171171,17295,17973,17974,18007,18019,18021,18176,18186,18208,18209,18479,18481,18706,18707,18708,18709,18710,18750,18762,18803,18844,18845,18846,19055,19056,19057,19058,19059,19206,192198,19247,19353,19354,19649,19876,19877,19878,20130,20187,20315,20346,20347,20348,20349,20350,20351,20352,20353,20354,20355,20356,20357,20358,20359,20360,20361,20423,20562,20563,20564,20779,210801,214230,214968,218397,218877,22063,22065,22066,22067,22068,22253,223881,224105,22417,22418,22419,226251,228026,231148,231637,234779,235611,237860,238057,241568,241656,243743,244058,245857,259302,26413,26417,26456,268902,270190,319713,319757,50780,53972,54712,56513,56637,57764,58220,65254,67268,67653,67938,69632,70584,73181,74769,80883,93737,93742,98932,",1.0
mmu04370,VEGF_signaling_pathway,"102626,110157,11651,11652,12015,12371,12540,14083,15461,15507,16542,16653,170758,17164,18019,18127,18176,18706,18707,18708,18709,18710,18750,18751,18752,18783,18803,19055,19056,19057,19058,19059,19094,19225,19303,19353,19354,20698,20779,211429,216148,22339,232889,234779,23797,26395,26396,26413,26415,26416,26417,271844,27371,29857,329502,56632,74769,78390,",1.0
